6M081,6565010.498,537824.028,47.050,LP
6M082,6565018.285,537822.796,46.896,KU
6M083,6565020.160,537821.572,47.299,KU
6M084,6564961.032,537851.947,47.052,KU
6M085,6564959.705,537852.599,47.024,KU
6M086,6565020.224,537840.790,46.434,KRAAV
6M087,6565018.829,537841.286,46.328,KRAAV
6M088,6565017.743,537842.709,46.338,KRAAV
6M089,6565017.995,537844.535,46.475,KRAAV
6M090,6565019.672,537851.799,46.413,KRAAV
6M091,6565018.272,537853.655,45.516,KRAAV
6M092,6565016.643,537854.284,46.350,KRAAV
6M093,6565024.635,537865.797,46.292,KRAAV
6M094,6565022.931,537866.655,45.513,KRAAV
6M095,6565021.537,537867.457,46.398,KRAAV
6M096,6565030.021,537881.872,46.325,KRAAV
6M097,6565028.778,537882.971,45.563,KRAAV
6M098,6565027.536,537883.443,46.209,KRAAV
6M099,6565035.982,537897.921,46.815,KRAAV
6M100,6565034.384,537899.020,45.648,KRAAV
6M101,6565033.012,537899.508,46.449,KRAAV
6M102,6565032.734,537899.595,46.426,AV
6M103,6565028.685,537888.913,46.411,AV
6M104,6565029.242,537888.664,46.372,KRAAV
6M105,6565035.956,537908.301,46.627,AV
6M106,6565036.173,537908.121,46.590,KRAAV
6M107,6565037.524,537907.547,45.775,KRAAV
6M108,6565039.673,537906.796,46.558,KRAAV
X51,6565045.603,538093.159,47.058,
X53,6565090.955,538066.046,46.825,
1 (9),6565069.340,538081.004,48.606,
6M109,6565093.593,538062.900,46.917,VPOST
6M110,6565093.376,538062.052,46.814,VPOST
6M111,6565094.448,538064.905,47.044,AV
6M112,6565091.587,538062.923,46.769,VPOST
6M113,6565092.013,538062.109,46.639,AV
6M114,6565088.496,538065.038,46.779,VPOST
6M115,6565080.519,538070.214,46.806,VPOST
6M116,6565079.531,538070.842,46.831,VPOST
6M117,6565069.972,538077.382,47.034,AV
6M118,6565060.312,538083.225,46.983,AV
6M119,6565060.916,538081.558,47.095,POS
6M120,6565056.924,538084.717,46.972,HK
6M121,6565059.796,538088.091,47.058,HK
6M122,6565075.775,538047.175,48.592,H
6M123,6565079.548,538058.562,48.597,H
6M124,6565089.635,538055.159,47.937,H
6M125,6565058.455,538076.835,48.160,H
6M126,6565059.396,538083.287,48.570,H
6M127,6565057.891,538076.416,48.061,R
6M128,6565056.994,538069.379,48.008,R
6M129,6565078.251,538066.890,52.454,BP
6M130,6565029.936,538099.777,52.520,BP
6M131,6565080.198,538075.293,47.636,HK
6M132,6565096.289,538064.326,49.939,M
6M133,6565093.963,538058.404,52.809,KU
6M134,6565097.432,538066.952,54.536,KU
6M135,6565082.556,538074.047,46.828,HK
6M136,6565083.196,538074.673,46.931,HK
6M137,6565086.652,538072.396,47.023,HK
6M138,6565090.598,538069.196,46.788,HK
6M139,6565093.409,538067.094,46.751,HK
X54,6564990.434,538130.782,47.304,
1 (10),6565045.752,538096.867,48.690,
6M140,6565035.023,538083.367,49.519,H
6M141,6565040.948,538082.402,49.423,H
6M142,6565040.167,538077.472,48.656,H
